id,title,budget,revenue,runtime,release_date,vote_average,vote_count,popularity,overview,original_language,adult,genres,primary_genre,genre_count,production_companies,main_production_company,production_company_count,production_countries,main_production_country,is_us_movie,director,director_id,main_cast,main_cast_ids,lead_actor,lead_actor_id,release_year,release_month,release_quarter,is_summer_movie,is_holiday_movie,success_category,profit_ratio,has_awards,has_oscar_mention,is_r_rated,is_family_friendly,budget_category,runtime_category,genres_count,cast_count,core_completeness,extra_completeness,overall_completeness
71685,Xuxinha and Guto Against the Space Monsters,2500000,1228700,85,2005-12-23,4.7,15,4.9349,"With the help from his little guardian angel, Xuxinha, a 7-year old boy called Guto faces the terrible garbage eating monsters from the planet XYZ in the first-ever animated Xuxa film.",pt,False,"Family, Animation",Family,2,"Twister Studios, Diler & Associados, Globo Filmes, Xuxa Produções, Labo Cine do Brasil, Warner Bros. Pictures",Twister Studios,6,['Brazil'],Brazil,False,Moacyr Góes,84157,"Xuxa, Pedro Malta, Flávia Saddy, Bernardo Coutinho, Pedro Henrique","213256, 1863713, 1863714, 2625067, 2625068",Xuxa,213256,2005,12,4,False,True,Flop,0.49148,False,False,False,False,Independent,Short,2,5,1.0,0.4,0.82
11453,Deuce Bigalow: European Gigolo,22000000,45109561,83,2005-08-12,5.3,965,4.9341,Deuce Bigalow goes to Amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins. There he meets up with his old friend T.J. Hicks. But a mysterious killer starts killing some of Amsterdam's finest gigolos and T.J. is mistaken for the extremely gay murderer. Deuce must enter the gigolo industry again to find the real murderer and clear T.J.'s name.,en,False,Comedy,Comedy,1,"Out of the Blue... Entertainment, Columbia Pictures, Happy Madison Productions",Out of the Blue... Entertainment,3,['United States of America'],United States of America,True,Mike Bigelow,69498,"Rob Schneider, Eddie Griffin, Jeroen Krabbé, Til Schweiger, Douglas Sills","60949, 62842, 1924, 1844, 166645",Rob Schneider,60949,2005,8,3,True,False,Break-even,2.050434590909091,False,False,False,False,Mid-Budget,Short,1,5,1.0,0.4,0.82
648579,The Unbearable Weight of Massive Talent,30000000,29116320,107,2022-04-20,6.787,2255,4.9327,"Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones.",en,False,"Action, Comedy, Crime",Action,3,"Saturn Films, Burr! Productions",Saturn Films,2,['United States of America'],United States of America,True,Tom Gormican,1211000,"Nicolas Cage, Pedro Pascal, Sharon Horgan, Ike Barinholtz, Alessandra Mastronardi","2963, 1253360, 21676, 198150, 145326",Nicolas Cage,2963,2022,4,2,False,False,Flop,0.970544,False,False,False,False,Mid-Budget,Standard,3,5,1.0,0.4,0.82
13460,Doomsday,30000000,22472631,108,2008-03-14,6.0,1330,4.9323,"The lethal Reaper virus spreads throughout Britain—infecting millions and killing hundreds of thousands. Authorities brutally and successfully quarantine the country but, three decades later, the virus resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.",en,False,"Action, Thriller, Science Fiction",Action,3,"Rogue Pictures, Intrepid Pictures, Crystal Sky Pictures, Scion Films, Moonlighting Films, Internationale Filmproduktion Blackbird Dritte",Rogue Pictures,6,"['Germany', 'United Kingdom', 'United States of America', 'South Africa']",Germany,True,Neil Marshall,57581,"Rhona Mitra, Bob Hoskins, Adrian Lester, Alexander Siddig, David O'Hara","25702, 382, 76215, 2957, 2482",Rhona Mitra,25702,2008,3,1,False,False,Flop,0.7490877,False,False,False,False,Mid-Budget,Standard,3,5,1.0,0.4,0.82
463272,Johnny English Strikes Again,25000000,158972570,89,2018-09-13,6.266,2611,4.9318,"Disaster strikes when a criminal mastermind reveals the identities of all active undercover agents in Britain. The secret service can now rely on only one man - Johnny English. Currently teaching at a minor prep school, Johnny springs back into action to find the mysterious hacker. For this mission to succeed, he’ll need all of his skills - what few he has - as the man with yesterday’s analogue methods faces off against tomorrow’s digital technology.",en,False,"Action, Adventure, Comedy",Action,3,"Working Title Films, Working Title Films",Working Title Films,2,"['United Kingdom', 'United States of America']",United Kingdom,True,David Kerr,1220300,"Rowan Atkinson, Olga Kurylenko, Ben Miller, Emma Thompson, Jake Lacy","10730, 18182, 18025, 7056, 496470",Rowan Atkinson,10730,2018,9,3,False,False,Hit,6.3589028,False,False,False,False,Mid-Budget,Short,3,5,1.0,0.4,0.82
8766,Hellraiser: Bloodline,4000000,16675000,86,1996-03-08,5.294,572,4.9316,Three generations of the same family deal with the consequences of unleashing the forces of hell.,en,False,"Horror, Science Fiction",Horror,2,"Dimension Films, Miramax, Trans Atlantic Entertainment",Dimension Films,3,['United States of America'],United States of America,True,Alan Smithee,55948,"Bruce Ramsay, Valentina Vargas, Doug Bradley, Charlotte Chatton, Adam Scott","7039, 2173, 73040, 55957, 36801",Bruce Ramsay,7039,1996,3,1,False,False,Hit,4.16875,False,False,False,False,Independent,Short,2,5,1.0,0.4,0.82
228205,The Longest Ride,34000000,63013281,128,2015-04-09,7.631,3236,4.931,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,en,False,"Drama, Romance",Drama,2,"Fox 2000 Pictures, Temple Hill Entertainment",Fox 2000 Pictures,2,['United States of America'],United States of America,True,George Tillman Jr.,66121,"Britt Robertson, Scott Eastwood, Alan Alda, Jack Huston, Oona Chaplin","52018, 928572, 21278, 54738, 566331",Britt Robertson,52018,2015,4,2,False,False,Break-even,1.853331794117647,False,False,False,False,Mid-Budget,Long,2,5,1.0,0.4,0.82
287948,The Transporter Refueled,25000000,72629670,95,2015-09-02,5.5,1531,4.9304,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.",en,False,"Action, Thriller, Crime",Action,3,"EuropaCorp, TF1 Films Production, Fundamental Films, Canal+, OCS, TF1, TMC, Belga Films, Belga Productions",EuropaCorp,9,"['Belgium', 'China', 'France']",Belgium,False,Camille Delamarre,928490,"Ed Skrein, Ray Stevenson, Loan Chabanol, Gabriella Wright, Tatiana Pajković","1047649, 56614, 1381175, 118200, 1444141",Ed Skrein,1047649,2015,9,3,False,False,Hit,2.9051868,False,False,False,False,Mid-Budget,Standard,3,5,1.0,0.4,0.82
6075,Carlito's Way,30000000,63848322,144,1993-11-10,7.829,3311,4.923,"Free after years in prison, Carlito Brigante intends to give up his criminal ways, but it's not long before the ex-con is sucked back into the New York City underworld. Reconnecting with his dancer girlfriend, Carlito gets entangled in the shady dealings of his friend Dave Kleinfeld, who also serves as his lawyer. An encounter with shifty gangster Benny Blanco sets the duo on a dangerous path.",en,False,"Crime, Drama, Thriller",Crime,3,"Universal Pictures, Epic Productions, Bregman/Baer Productions",Universal Pictures,3,['United States of America'],United States of America,True,Brian De Palma,1150,"Al Pacino, Sean Penn, Penelope Ann Miller, John Leguizamo, Ingrid Rogers","1158, 2228, 14698, 5723, 47769",Al Pacino,1158,1993,11,4,False,True,Break-even,2.1282774,False,False,False,False,Mid-Budget,Long,3,5,1.0,0.4,0.82
8204,The Spiderwick Chronicles,90000000,164200000,95,2008-02-14,6.665,2739,4.9227,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",en,False,"Family, Adventure, Fantasy, Drama",Family,4,"Paramount Pictures, The Kennedy/Marshall Company, Nickelodeon Movies",Paramount Pictures,3,['United States of America'],United States of America,True,Mark Waters,54050,"Freddie Highmore, Sarah Bolger, David Strathairn, Mary-Louise Parker, Nick Nolte","1281, 33397, 11064, 18248, 1733",Freddie Highmore,1281,2008,2,1,False,False,Break-even,1.8244444444444445,False,False,False,False,Major Studio,Standard,4,5,1.0,0.4,0.82
17774,Derailed,11000000,297835,88,2002-05-19,5.129,291,4.9217,"NATO operative Jacques Kristoff (Jean-Claude Van Damme) is summoned into action—on his birthday, no less—to track down Galina Konstantin (Laura Harring), who has stolen an extremely valuable and dangerous top-secret container from the Slovakian Government.  Finding Galina doesn't take long, and Jacques must wrap up the mission by returning Galina and the contraband to his superiors by train.  Things seem to be going smoothly as Jacques and Galina board the train posing as a couple, but soon all hell breaks loose.",en,False,"Action, Thriller",Action,2,"777 Films Corporation, Halt Productions, Millennium Media",777 Films Corporation,3,['United States of America'],United States of America,True,Bob Misiorowski,127542,"Jean-Claude Van Damme, Tomas Arana, Laura Harring, Simona Williams, Susan Gibney","15111, 941, 15007, 1167492, 106980",Jean-Claude Van Damme,15111,2002,5,2,True,False,Flop,0.02707590909090909,False,False,False,False,Independent,Short,2,5,1.0,0.4,0.82
38142,5 Centimeters per Second,5000000,548192,63,2007-03-03,7.291,2044,4.921,"Three moments in Takaki's life: his relationship with Akari and their forced separation; his friendship with Kanae, who is secretly in love with him; the demands and disappointments of adulthood, an unhappy life in a cold city.",ja,False,"Animation, Romance, Drama",Animation,3,CoMix Wave Films,CoMix Wave Films,1,['Japan'],Japan,False,Makoto Shinkai,74091,"Kenji Mizuhashi, Yoshimi Kondou, Satomi Hanamura, Risa Mizuno, Ayaka Onoue","79006, 122180, 85976, 116323, 122181",Kenji Mizuhashi,79006,2007,3,1,False,False,Flop,0.1096384,False,False,False,False,Independent,Short,3,5,1.0,0.4,0.82
271718,Trainwreck,35000000,140795793,125,2015-07-17,5.802,2645,4.9203,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",en,False,"Comedy, Romance",Comedy,2,"Apatow Productions, Universal Pictures",Apatow Productions,2,['United States of America'],United States of America,True,Judd Apatow,41039,"Amy Schumer, Bill Hader, Brie Larson, LeBron James, Colin Quinn","440414, 19278, 60073, 107379, 1219901",Amy Schumer,440414,2015,7,3,True,False,Hit,4.022736942857143,False,False,False,False,Mid-Budget,Long,2,5,1.0,0.4,0.82
270487,"Hail, Caesar!",22000000,63647656,106,2016-02-05,5.928,3879,4.9201,"When a Hollywood star mysteriously disappears in the middle of filming, the studio sends their fixer to get him back.",en,False,"Comedy, Crime, Drama",Comedy,3,"Working Title Films, Mike Zoss Productions, Universal Pictures",Working Title Films,3,"['United Kingdom', 'United States of America']",United Kingdom,True,Joel Coen,1223,"Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes, Scarlett Johansson","16851, 1461, 71375, 5469, 1245",Josh Brolin,16851,2016,2,1,False,False,Hit,2.893075272727273,False,False,False,False,Mid-Budget,Standard,3,5,1.0,0.4,0.82
9904,The Wild,80000000,102338515,82,2006-04-06,5.535,1090,4.9193,"An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free, his zoo pals must put aside their differences to help bring him back.",en,False,"Family, Animation",Family,2,"Walt Disney Pictures, C.O.R.E. Feature Animation, Contrafilm, Hoytyboy Pictures, Nigel Productions, Sir Zip Studios",Walt Disney Pictures,6,"['Canada', 'United States of America']",Canada,True,Steve Williams,60207,"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner","2628, 26485, 1926, 21197, 1748",Kiefer Sutherland,2628,2006,4,2,False,False,Break-even,1.2792314375,False,False,False,False,Major Studio,Short,2,5,1.0,0.4,0.82
9410,Great Expectations,25000000,55494066,111,1998-01-30,6.611,645,4.917,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",en,False,"Comedy, Drama, Romance",Comedy,3,"20th Century Fox, Linson Entertainment",20th Century Fox,2,['United States of America'],United States of America,True,Alfonso Cuarón,11218,"Ethan Hawke, Gwyneth Paltrow, Hank Azaria, Chris Cooper, Anne Bancroft","569, 12052, 5587, 2955, 10774",Ethan Hawke,569,1998,1,1,False,False,Break-even,2.21976264,False,False,False,False,Mid-Budget,Standard,3,5,1.0,0.4,0.82
10025,Just My Luck,28000000,38159905,103,2006-05-12,6.164,1957,4.9149,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",en,False,"Comedy, Drama, Family, Fantasy, Romance",Comedy,5,"New Regency Pictures, Regency Enterprises, Cheyenne Enterprises, 20th Century Fox",New Regency Pictures,4,['United States of America'],United States of America,True,Donald Petrie,18281,"Lindsay Lohan, Chris Pine, Samaire Armstrong, Bree Turner, Faizon Love","49265, 62064, 19664, 62065, 62066",Lindsay Lohan,49265,2006,5,2,True,False,Break-even,1.36285375,False,False,False,False,Mid-Budget,Standard,5,5,1.0,0.4,0.82
546121,Run,1700000,5184368,90,2020-11-20,7.239,2719,4.9109,"Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.",en,False,"Thriller, Horror, Drama",Thriller,3,Search Party,Search Party,1,['United States of America'],United States of America,True,Aneesh Chaganty,1932296,"Sarah Paulson, Kiera Allen, Pat Healy, Sara Sohn, Erik Athavale","34490, 2387518, 60846, 1440699, 1303813",Sarah Paulson,34490,2020,11,4,False,True,Hit,3.0496282352941178,False,False,False,False,Independent,Standard,3,5,1.0,0.4,0.82
10077,A Sound of Thunder,80000000,11700000,101,2005-05-15,4.867,415,4.9096,"When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways.",en,False,"Thriller, Science Fiction, Adventure, Action",Thriller,4,"Franchise Pictures, Crusader Entertainment, ApolloMedia, Baldwin Entertainment Group, Coco, Dante Entertainment, ETIC Films, Epsilon Motion Pictures, Film 111, Forge, Jericho Productions Ltd., MFF (Sound of Thunder), Matrix Film Finance, QI Quality International GmbH Co. KG, Scenario Lane Productions, Warner Bros. Pictures, Mobius International",Franchise Pictures,17,"['Czech Republic', 'Germany', 'Switzerland', 'United Kingdom', 'United States of America']",Czech Republic,True,Peter Hyams,37710,"Edward Burns, Catherine McCormack, Ben Kingsley, William Armstrong, Jemima Rooper","12833, 2462, 2282, 29616, 62932",Edward Burns,12833,2005,5,2,True,False,Flop,0.14625,False,False,False,False,Major Studio,Standard,4,5,1.0,0.4,0.82
11478,The Skulls,15000000,50802120,106,2000-03-31,5.8,568,4.909,"A senior at an Ivy League college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price.",en,False,"Crime, Drama, Thriller",Crime,3,"Original Film, Newmarket Capital Group, Cranium Films",Original Film,3,['United States of America'],United States of America,True,Rob Cohen,18878,"Joshua Jackson, Paul Walker, Hill Harper, Leslie Bibb, Christopher McDonald","11866, 8167, 57686, 57451, 4443",Joshua Jackson,11866,2000,3,1,False,False,Hit,3.386808,False,False,False,False,Mid-Budget,Standard,3,5,1.0,0.4,0.82
333371,10 Cloverfield Lane,15000000,110216998,104,2016-03-10,6.994,8283,4.9082,"After a catastrophic car crash, a young woman wakes up in a survivalist's underground bunker, where he claims to have saved her from an apocalyptic attack that has left the outside world uninhabitable.",en,False,"Thriller, Science Fiction, Drama, Horror",Thriller,4,Bad Robot,Bad Robot,1,['United States of America'],United States of America,True,Dan Trachtenberg,568322,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin, Suzanne Cryer","1230, 17628, 17487, 60881, 8269",John Goodman,1230,2016,3,1,False,False,Hit,7.347799866666667,False,False,False,False,Mid-Budget,Standard,4,5,1.0,0.4,0.82
1278101,Big World,7000000,109500000,131,2024-12-27,7.696,28,4.9074,"Liu Chunhe, suffering from cerebral palsy, bravely breaks through the shackles of body and mind to realize the dream stage for his grandmother, while trying to find the coordinates of his own life. After experiencing a summer transformation, he finally embarked on a new journey.",zh,False,"Drama, Family",Drama,2,"Zhejiang Hengdian Film Production, China Film Group Corporation, Shanghai Tao Piao Piao Movie & TV Culture, Shanghai Gengxi Film, Tianjin Zuoyi Film",Zhejiang Hengdian Film Production,5,['China'],China,False,Yang Lina,1149365,"Jackson Yee, Diana Lin, Jiang Qinqin, Zhou Yutong, Liao Xueqiu","2223265, 2309752, 1397565, 1782333, 3256772",Jackson Yee,2223265,2024,12,4,False,True,Hit,15.642857142857142,False,False,False,False,Independent,Long,2,5,1.0,0.4,0.82
932086,Horizon: An American Saga - Chapter 1,50000000,38735702,182,2024-06-26,6.9,564,4.9069,"In 1859, families discover the lure of the Old West as they settle in territories from Wyoming to Kansas. Meanwhile, a gruff cowboy soon finds himself on the run with a prostitute and a young boy after killing a fellow gunman.",en,False,"Western, Drama",Western,2,Territory Pictures,Territory Pictures,1,['United States of America'],United States of America,True,Kevin Costner,1269,"Kevin Costner, Sienna Miller, Sam Worthington, Jena Malone, Abbey Lee","1269, 23459, 65731, 20089, 1036288",Kevin Costner,1269,2024,6,2,True,False,Flop,0.77471404,False,False,False,False,Major Studio,Long,2,5,1.0,0.4,0.82
253412,Everest,55000000,203427584,121,2015-09-10,6.825,5040,4.9037,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",en,False,"Adventure, Drama, History",Adventure,3,"Cross Creek Pictures, Working Title Films, Walden Media, RVK Studios, Universal Pictures, Free State Pictures",Cross Creek Pictures,6,"['Iceland', 'United Kingdom', 'United States of America']",Iceland,True,Baltasar Kormákur,67813,"Jason Clarke, Josh Brolin, Jake Gyllenhaal, Elizabeth Debicki, Keira Knightley","76512, 16851, 131, 1133349, 116",Jason Clarke,76512,2015,9,3,False,False,Hit,3.6986833454545454,False,False,False,False,Major Studio,Long,3,5,1.0,0.4,0.82
1014214,Singham Again,41100000,43800000,145,2024-11-01,4.8,30,4.9021,The cop universe expands with newer additions while the old ones return led by Bajirao Singham. Singham Again interweaves the mythological epic Ramayana's good vs evil narrative when his wife Avni Kamath gets abducted by Danger Lanka setting Bajirao and his gang of Sangram Bhalerao and Veer Sooryavanshi along with Satya and Shakti Shetty on a mission to rescue her.,hi,False,"Action, Drama, Thriller, Crime",Action,4,"Rohit Shetty Productionz, Jio Studios, Ajay Devgn FFilms, Cinergy, Reliance Entertainment",Rohit Shetty Productionz,5,['India'],India,False,Rohit Shetty,86783,"Ajay Devgn, Akshay Kumar, Ranveer Singh, Tiger Shroff, Kareena Kapoor Khan","42803, 35070, 224223, 1338512, 37233",Ajay Devgn,42803,2024,11,4,False,True,Break-even,1.0656934306569343,False,False,False,False,Mid-Budget,Long,4,5,1.0,0.4,0.82
15767,Godzilla: Final Wars,19500000,12000000,125,2004-12-04,7.1,337,4.899,"Humanity finally rids themselves of Godzilla, imprisoning him in an icy tomb in the South Pole. All is peaceful until various monsters emerge to lay waste to Earth's cities. Overwhelmed, humanity is seemingly saved by a race of benevolent aliens known as Xiliens. But not all is what it seems with these bizarre visitors. If humanity wishes to survive, they must reluctantly resurrect their most hated enemy, Godzilla.",ja,False,"Action, Adventure, Science Fiction, Fantasy, Thriller",Action,5,TOHO,TOHO,1,['Japan'],Japan,False,Ryuhei Kitamura,45996,"Masahiro Matsuoka, Rei Kikukawa, Don Frye, Maki Mizuno, Kazuki Kitamura","93888, 93889, 82042, 93891, 2542",Masahiro Matsuoka,93888,2004,12,4,False,True,Flop,0.6153846153846154,False,False,False,False,Mid-Budget,Long,5,5,1.0,0.4,0.82
11282,Harold & Kumar Go to White Castle,9000000,23936908,88,2004-07-02,6.542,2146,4.897,"Nerdy accountant Harold and his irrepressible friend, Kumar, get stoned watching television and find themselves utterly bewitched by a commercial for White Castle. Convinced there must be one nearby, the two set out on a late-night odyssey that takes them deep into New Jersey. Somehow, the boys manage to run afoul of rednecks, cops and even a car-stealing Neil Patrick Harris before getting anywhere near their beloved sliders.",en,False,"Comedy, Adventure",Comedy,2,"Senator International, Kingsgate Films, Endgame Entertainment, New Line Cinema",Senator International,4,['United States of America'],United States of America,True,Danny Leiner,56591,"John Cho, Kal Penn, Paula Garcés, Neil Patrick Harris, David Krumholtz","68842, 53493, 21124, 41686, 38582",John Cho,68842,2004,7,3,True,False,Hit,2.6596564444444444,False,False,False,False,Independent,Short,2,5,1.0,0.4,0.82
